method,num_assets,runtime,sharpe_ratio
markowitz_mv,10,0.0,1.2239876889998214
qmv_qubo,10,0.0,1.2239876889998214
markowitz_mv,10,0.0,1.2239876889998214
qmv_qubo,10,0.0010013580322265625,1.2239876889998214
