method,sample_size,portfolio_id,confidence_level,var,cvar,runtime,num_qubits,circuit_depth
evt_pot,,11,0.99,0.023166521289526974,0.031071760329853048,0.00500035285949707,,
evt_pot,,12,0.95,0.015299697739122174,0.027301075744170504,0.004342079162597656,,
evt_pot,,12,0.99,0.026771325294776722,0.04205914178343654,0.004342079162597656,,
evt_pot,,13,0.95,0.016639612811476395,0.025460706167985667,0.002974271774291992,,
evt_pot,,13,0.99,0.028692548526385586,0.03839652890332265,0.002974271774291992,,
evt_pot,,14,0.95,0.014603042425802557,0.027788056128088504,0.003999948501586914,,
evt_pot,,14,0.99,0.026035533570073238,0.04346435236437786,0.003999948501586914,,
evt_pot,,15,0.95,0.015834036455388292,0.026415931277186375,0.0040166378021240234,,
evt_pot,,15,0.99,0.026043355722942207,0.039123361917025076,0.0040166378021240234,,
evt_pot,,16,0.95,0.016464149556186886,0.026592046875139164,0.0010001659393310547,,
evt_pot,,16,0.99,0.029510646978106625,0.041088153800708446,0.0010001659393310547,,
evt_pot,,17,0.95,0.017356492895063476,0.024787207467299986,0.0019788742065429688,,
evt_pot,,17,0.99,0.02951372563359424,0.03686487300395957,0.0019788742065429688,,
